symbol,timeframe,param_combo_id,entry_q_high,entry_q_low,hmax_bars,tp_R,n_trades,n_long,n_short,mean_final_R_gross,median_final_R_gross,std_final_R_gross,sharpe_R_gross,win_rate_gross,mean_cost_R_low_cost,mean_final_R_net_low_cost,median_final_R_net_low_cost,std_final_R_net_low_cost,sharpe_R_net_low_cost,win_rate_net_low_cost,mean_cost_R_high_cost,mean_final_R_net_high_cost,median_final_R_net_high_cost,std_final_R_net_high_cost,sharpe_R_net_high_cost,win_rate_net_high_cost,median_MFE_R,p75_MFE_R,p90_MFE_R,median_MAE_R,median_bars_held,mean_bars_held,pct_stop,pct_tp_hit,pct_hmax,pct_end_of_data
BTCUSD,8H,qh0.80_ql0.20_hmax80_tpNone,0.8,0.2,80,,185,88,97,0.6596044350982465,-0.285931470003508,6.455214142297883,0.1021816504546579,0.08648648648648649,0.002739773762765266,0.6568646613354815,-0.28730713291228627,6.454833807411945,0.10176321822278649,0.08648648648648649,0.06392805446452285,0.5956763806337237,-0.356912139765241,6.4464783429681125,0.09240337885932617,0.08648648648648649,0.45118343195267313,1.5150191152375747,6.258179764117996,-0.5666787834726766,2.0,12.67027027027027,0.9027027027027027,0.0,0.0918918918918919,0.005405405405405406
BTCUSD,8H,qh0.80_ql0.20_hmax80_tp2.0,0.8,0.2,80,2.0,461,227,234,0.0579151915588654,-0.21601761494664598,2.268185945975871,0.025533705321477865,0.18872017353579176,0.0026515013617709007,0.055263690197094546,-0.21869890427735617,2.267995075344535,0.0243667593452333,0.18872017353579176,0.06186836510798769,-0.00395317354912223,-0.2698241692594956,2.2639937250079645,-0.0017461062305322084,0.18872017353579176,0.45118343195267313,1.737261084257288,3.0549772358095577,-0.5320935954763746,1.0,3.9045553145336225,0.8026030368763557,0.18655097613882862,0.008676789587852495,0.0021691973969631237
BTCUSD,8H,qh0.80_ql0.20_hmax80_tp3.0,0.8,0.2,80,3.0,397,189,208,0.10827512732537599,-0.2416442473157379,2.573983590693421,0.04206519719739437,0.16120906801007556,0.0025506729421587667,0.10572445438321723,-0.24378348239172132,2.5738100909430277,0.041077022253992505,0.16120906801007556,0.05951570198370455,0.048759425341671436,-0.28996387165854404,2.570160766078849,0.01897135229251086,0.16120906801007556,0.4463633963377667,1.6383000407664046,3.8633498008958473,-0.5417903236938381,1.0,4.755667506297229,0.8287153652392947,0.15869017632241814,0.010075566750629723,0.0025188916876574307
BTCUSD,8H,qh0.80_ql0.20_hmax80_tp4.0,0.8,0.2,80,4.0,334,152,182,0.13472986915497331,-0.24960530210529747,2.867572250139394,0.046983949279193936,0.1407185628742515,0.0025088176493834303,0.13222105150559,-0.2524190688979687,2.867348980225134,0.046112647053937764,0.1407185628742515,0.05853907848561337,0.07619079066935995,-0.30053249616149724,2.862583865361816,0.0266160903061367,0.1407185628742515,0.47076110155719825,1.7614268665673607,4.523328000508316,-0.5587540910593238,2.0,6.041916167664671,0.8473053892215568,0.1377245508982036,0.011976047904191617,0.0029940119760479044
BTCUSD,8H,qh0.80_ql0.20_hmax100_tpNone,0.8,0.2,100,,165,72,93,1.5450725944401378,-0.26029048011669925,10.560432656427192,0.1463076982456576,0.07272727272727272,0.0027524602280395685,1.5423201342120982,-0.26229037437282754,10.559766513861447,0.14605627237946472,0.07272727272727272,0.06422407198758993,1.480848522452548,-0.3273732342509488,10.54497960003663,0.14043161567115825,0.07272727272727272,0.4404110563407312,1.651796881514223,6.3502303802980835,-0.529439555896772,1.0,13.6,0.9272727272727272,0.0,0.06666666666666667,0.006060606060606061
BTCUSD,8H,qh0.80_ql0.20_hmax100_tp2.0,0.8,0.2,100,2.0,457,228,229,0.014355702760039743,-0.21850481125092838,2.5793602919242016,0.005565605861649671,0.1838074398249453,0.002639606070091721,0.01171609668994801,-0.22145544337528072,2.5792280657492848,0.004542481855533158,0.1838074398249453,0.06159080830214016,-0.0472351055421004,-0.27341035960758375,2.5765087995903575,-0.01833298824735641,0.1838074398249453,0.4629428021103812,1.718040085387023,3.053709759707605,-0.534252929901184,1.0,3.9584245076586435,0.8074398249452954,0.18161925601750548,0.0087527352297593,0.002188183807439825
BTCUSD,8H,qh0.80_ql0.20_hmax100_tp3.0,0.8,0.2,100,3.0,389,185,204,0.059200030206687466,-0.24338106880893964,2.902425284732505,0.02039674561756841,0.15681233933161953,0.0025430829362099116,0.05665694727047761,-0.24465662312259664,2.9023076146705384,0.01952134466522052,0.15681233933161953,0.059338601844897934,-0.0001385716382103444,-0.2915597324220177,2.8998846158511022,-4.778522478201233e-05,0.15681233933161953,0.4630122984243659,1.651796881514223,3.8538642495603397,-0.5444999304939216,1.0,4.889460154241645,0.8329048843187661,0.15424164524421594,0.010282776349614395,0.002570694087403599
BTCUSD,8H,qh0.80_ql0.20_hmax100_tp4.0,0.8,0.2,100,4.0,333,153,180,0.08221739602806076,-0.26132416406441733,3.197163231256604,0.02571573300489455,0.13813813813813813,0.00249740814772732,0.07971998788033345,-0.26229037437282754,3.197001164835856,0.024935864508646974,0.13813813813813813,0.05827285678030413,0.023944539247756594,-0.3082074683957644,3.193582285144807,0.00749770543227787,0.13813813813813813,0.47093763258379,1.718040085387023,4.479969201367122,-0.5666787834726766,2.0,6.051051051051051,0.8498498498498499,0.13513513513513514,0.012012012012012012,0.003003003003003003
BTCUSD,8H,qh0.80_ql0.20_hmax150_tpNone,0.8,0.2,150,,138,57,81,1.5033791120497193,-0.25958098166300164,10.619268794154932,0.1415708690674833,0.06521739130434782,0.0028284631857866203,1.500550648863933,-0.26092989837146496,10.618587306549106,0.1413135858419185,0.06521739130434782,0.06599747433502115,1.437381637714698,-0.3201845756448035,10.603474488697282,0.13555760795641725,0.06521739130434782,0.4332176282261919,1.9578821734230811,8.120731574376205,-0.5227696536783798,1.0,17.920289855072465,0.9347826086956522,0.0,0.057971014492753624,0.007246376811594203
BTCUSD,8H,qh0.80_ql0.20_hmax150_tp2.0,0.8,0.2,150,2.0,428,215,213,-0.046209409358327846,-0.20598067751528687,3.99687054457313,-0.011561397559165394,0.19158878504672897,0.002676227395210094,-0.048885636753537944,-0.20862686340075803,3.9968712645322952,-0.012230976060535798,0.19158878504672897,0.06244530588823554,-0.10865471524656335,-0.26629339907512617,3.9970442327083218,-0.02718376603326728,0.19158878504672897,0.4629775502673735,1.7859020349070882,3.0890411364679564,-0.5240187076141716,1.0,4.418224299065421,0.7990654205607477,0.18925233644859812,0.009345794392523364,0.002336448598130841
