symbol,timeframe,param_combo_id,entry_q_high,entry_q_low,hmax_bars,tp_R,n_trades,n_long,n_short,mean_final_R_gross,median_final_R_gross,std_final_R_gross,sharpe_R_gross,win_rate_gross,mean_cost_R_low_cost,mean_final_R_net_low_cost,median_final_R_net_low_cost,std_final_R_net_low_cost,sharpe_R_net_low_cost,win_rate_net_low_cost,mean_cost_R_high_cost,mean_final_R_net_high_cost,median_final_R_net_high_cost,std_final_R_net_high_cost,sharpe_R_net_high_cost,win_rate_net_high_cost,median_MFE_R,p75_MFE_R,p90_MFE_R,median_MAE_R,median_bars_held,mean_bars_held,pct_stop,pct_tp_hit,pct_hmax,pct_end_of_data
ETHUSD,4H,qh0.80_ql0.20_hmax80_tpNone,0.8,0.2,80,,1004,475,529,0.2402648311495702,-0.26258646164732424,4.850053567002776,0.04953859330218665,0.08366533864541832,0.0031714451871192586,0.237093385962451,-0.26595270092397805,4.849979740511441,0.048885438424006486,0.08366533864541832,0.07400038769944936,0.16626444345012087,-0.33664427214764925,4.848442013152072,0.03429234442715938,0.08366533864541832,0.5028811390876993,1.5805878962076183,5.49537185733909,-0.5949215055993907,2.0,12.68227091633466,0.9103585657370518,0.0,0.08864541832669323,0.00099601593625498
ETHUSD,4H,qh0.80_ql0.20_hmax80_tp2.0,0.8,0.2,80,2.0,2454,1155,1299,-0.03587433294922804,-0.22905186212860915,2.256367610864146,-0.015899152592200545,0.1691116544417278,0.003061988351495055,-0.0389363213007231,-0.23135971117079346,2.2563962132434043,-0.017255977062979995,0.1691116544417278,0.07144639486821795,-0.10732072781744598,-0.2968226300583753,2.257252158563853,-0.047544855549380614,0.1691116544417278,0.4928301274555602,1.5759048087881213,2.751990495579124,-0.5442453087040318,2.0,4.071719641401793,0.8268133659331703,0.1687041564792176,0.004482477587612062,0.0
ETHUSD,4H,qh0.80_ql0.20_hmax80_tp3.0,0.8,0.2,80,3.0,2068,970,1098,-0.03225261638713008,-0.24579771430997724,2.5026451587300507,-0.01288741085591872,0.13297872340425532,0.0030477011695169663,-0.03530031755664707,-0.24830140554584768,2.5026678722080664,-0.014105074807829826,0.13297872340425532,0.07111302728872922,-0.10336564367585929,-0.3138997932580646,2.5033812069708508,-0.04129041289757628,0.13297872340425532,0.4873127272865677,1.5033819013121872,3.5833253635146,-0.5503119425064904,2.0,5.088491295938105,0.8621856866537717,0.13152804642166344,0.006286266924564797,0.0
ETHUSD,4H,qh0.80_ql0.20_hmax80_tp4.0,0.8,0.2,80,4.0,1776,830,946,-0.016012560349361597,-0.2643598607609291,2.7680107852740803,-0.005784861979060562,0.11261261261261261,0.00304628916776196,-0.019058849517123548,-0.26702833810013493,2.768031351987432,-0.00688534452597128,0.11261261261261261,0.0710800805811124,-0.087092640930474,-0.3319762000203609,2.7686804995884287,-0.03145637098373053,0.11261261261261261,0.46783303879214,1.5056150873651006,4.417284177918521,-0.5723699808177215,2.0,6.229166666666667,0.8828828828828829,0.10810810810810811,0.009009009009009009,0.0
ETHUSD,4H,qh0.80_ql0.20_hmax100_tpNone,0.8,0.2,100,,884,424,460,0.4657942994184291,-0.26223945426829254,4.97821452026318,0.09356653826838388,0.08484162895927602,0.00321035320704523,0.462583946211384,-0.2658112372401022,4.978007968921663,0.09292551339800065,0.08484162895927602,0.07490824149772204,0.3908860579207072,-0.3392720268268554,4.973512190542258,0.07859356586358125,0.08484162895927602,0.48800449162535864,1.6114031692116804,5.995945692705391,-0.5969541523617861,2.0,14.653846153846153,0.9117647058823529,0.0,0.08710407239819004,0.0011312217194570137
ETHUSD,4H,qh0.80_ql0.20_hmax100_tp2.0,0.8,0.2,100,2.0,2409,1128,1281,-0.027957089284565525,-0.22880215343202803,2.213852083644343,-0.012628255289099454,0.16977999169779992,0.003065025060815468,-0.031022114345381,-0.23098432032301053,2.2138782665086394,-0.014012565557321235,0.16977999169779992,0.07151725141902758,-0.09947434070359312,-0.29585394916023666,2.2146857406449008,-0.04491578144835434,0.16977999169779992,0.4937396645405158,1.5641966250917125,2.755266842903743,-0.543802807953755,2.0,4.16604400166044,0.8264840182648402,0.16936488169364883,0.004151100041511001,0.0
ETHUSD,4H,qh0.80_ql0.20_hmax100_tp3.0,0.8,0.2,100,3.0,2014,934,1080,-0.02316006116100652,-0.24579771430997724,2.4642396358688687,-0.009398461425542525,0.13356504468718966,0.0030527104317836307,-0.026212771592790157,-0.24830140554584768,2.4642600985402843,-0.010637177304586238,0.13356504468718966,0.0712299100749514,-0.0943899712359579,-0.3138997932580646,2.4649293842667177,-0.03829317457872636,0.13356504468718966,0.49101553354351274,1.5203348719418568,3.5870757937865325,-0.5503119425064904,2.0,5.256206554121152,0.8619662363455809,0.1320754716981132,0.005958291956305859,0.0
ETHUSD,4H,qh0.80_ql0.20_hmax100_tp4.0,0.8,0.2,100,4.0,1712,792,920,-0.01897628243885527,-0.2658950642955798,2.773581920113648,-0.006841796271183406,0.11214953271028037,0.0030510844587901755,-0.022027366897645465,-0.2682186090950959,2.7736050246914057,-0.007941782157715932,0.11214953271028037,0.0711919707051041,-0.09016825314395938,-0.3346427597188111,2.7743131141446566,-0.03250110907966457,0.11214953271028037,0.48078096263623116,1.559943457373687,4.418210642925386,-0.5734549354915912,2.0,6.513434579439252,0.883177570093458,0.10864485981308411,0.008177570093457943,0.0
ETHUSD,4H,qh0.80_ql0.20_hmax150_tpNone,0.8,0.2,150,,761,367,394,0.4141460867804722,-0.27397260273972074,5.505103077534007,0.07522948815810142,0.06044678055190539,0.00330206678348871,0.41084401999698356,-0.27683342465753197,5.504947294088327,0.07463178084160448,0.06044678055190539,0.0770482249480699,0.33709786183240226,-0.3504597191426504,5.501586168950576,0.06127284958924918,0.06044678055190539,0.4817518248175128,1.5359297860669188,5.465980560320186,-0.6214331008243438,2.0,17.6215505913272,0.9369250985545335,0.0,0.06176084099868594,0.001314060446780552
ETHUSD,4H,qh0.80_ql0.20_hmax150_tp2.0,0.8,0.2,150,2.0,2313,1082,1231,-0.04690731251467153,-0.22496773003872553,2.4900934728753787,-0.01883757096897506,0.17077388672719412,0.0030693813093611052,-0.0499766938240326,-0.2278021041847272,2.4901389078764002,-0.020069841752985946,0.17077388672719412,0.07161889721842578,-0.11852620973309731,-0.2912461236581865,2.4913557849889325,-0.04757498324697283,0.17077388672719412,0.4986372369420475,1.564828614008944,2.7566468169219407,-0.5403677987275182,2.0,4.40380458279291,0.8253350626891482,0.17077388672719412,0.0038910505836575876,0.0
