horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,1185,-10.010348552471495,-0.7542099867095579,0.0010347961419066689
2,2,1185,-0.7540536111733099,-0.28193845742813567,0.0012057718752593923
2,3,1184,-0.2817941758773117,0.17969070467009,0.0008123339088848845
2,4,1185,0.17969738977790303,0.8313937548147595,0.0015296273531301737
2,5,1185,0.8320783548957115,5.832309421561647,0.002125806577568414
5,1,1185,-10.010348552471495,-0.7542099867095579,0.003074000405793318
5,2,1184,-0.7540536111733099,-0.28235184840360045,0.0029337489204675753
5,3,1184,-0.28193845742813567,0.17844535591191346,0.002606317958928805
5,4,1184,0.17969070467009,0.8313937548147595,0.002344504834165148
5,5,1184,0.8320783548957115,5.832309421561647,0.005544844095927167
10,1,1184,-10.010348552471495,-0.7544079284069076,0.007710318956258248
10,2,1183,-0.7542099867095579,-0.28241441044630466,0.006371598310498384
10,3,1183,-0.2824005067369997,0.1774325245949223,0.005542279866309815
10,4,1183,0.17755745761752276,0.8313937548147595,0.003520458898873065
10,5,1183,0.8320783548957115,5.832309421561647,0.010000792883845233
