horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,4814,-8.68620950071275,-0.7933679265718898,-0.00020031725922316766
2,2,4813,-0.7933650908416628,-0.2790726591055229,0.0002291399638848151
2,3,4814,-0.27902315672067285,0.19152326449889429,0.00035957147101072244
2,4,4813,0.19174617804872138,0.787400135034009,0.000651471426682229
2,5,4814,0.7879887484236504,7.911179376941633,0.0005438496869146703
5,1,4813,-8.68620950071275,-0.7934540621664201,-8.727335085398718e-05
5,2,4813,-0.7933679265718898,-0.2791810702316665,0.0008089270998458908
5,3,4813,-0.2790726591055229,0.19130674722120478,0.0006726416890736272
5,4,4813,0.19136454941180653,0.787400135034009,0.0011838765270588622
5,5,4813,0.7879887484236504,7.911179376941633,0.001321233876357338
10,1,4812,-8.68620950071275,-0.7935137502559823,-0.0002783936347866431
10,2,4812,-0.7934540621664201,-0.27938223813022073,0.0015774873057208987
10,3,4812,-0.27918588183738313,0.19118223708112378,0.0013412937612850312
10,4,4812,0.19128243511699053,0.7873050486037695,0.0024217221212441496
10,5,4812,0.787400135034009,7.911179376941633,0.002765966241496143
