horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,7153,-11.239103992337112,-0.6992475239772343,8.842104593655883e-06
2,2,7152,-0.6990204899678267,-0.20262191776991806,3.0159785022354146e-05
2,3,7152,-0.20251601371306469,0.19830018631135818,7.100174631827474e-06
2,4,7152,0.19830415795437037,0.6977095638122872,2.9303820678759126e-05
2,5,7152,0.6977736660249635,10.024204805536911,1.939065529331478e-05
5,1,7152,-11.239103992337112,-0.6993794023518916,2.1539894702940104e-06
5,2,7151,-0.6992475239772343,-0.2027524110450458,7.296844899277541e-05
5,3,7152,-0.20265051569585324,0.19828192020996815,7.4229518800247146e-06
5,4,7151,0.19830018631135818,0.6977002295389851,8.083746550448816e-05
5,5,7152,0.6977095638122872,10.024204805536911,7.396256469813757e-05
10,1,7151,-11.239103992337112,-0.6994418128557724,1.3658062427393443e-05
10,2,7150,-0.6993794023518916,-0.2027550342163867,0.0001304097023053036
10,3,7151,-0.2027524110450458,0.19826288324839575,4.395196136257735e-05
10,4,7150,0.19828192020996815,0.6973752823902006,0.00017254806721492543
10,5,7151,0.6977002295389851,10.024204805536911,0.00011365022371883401
