horizon,group,N,mean_ret,std_ret,t_stat,ols_beta,ols_t_stat
2,high_ofi,461,0.00026734416188150476,0.004769481448321097,1.2035108321474273,7.678637443280824e-05,1.1546659039086895
2,low_ofi,461,-4.258261461926881e-05,0.004390085212173019,-0.20826190505206552,,
5,high_ofi,460,0.0007153368996169367,0.007157610732064337,2.1434900328644853,0.00017285200591332764,1.6483083618738088
5,low_ofi,460,0.00018678033902344668,0.007796994275031412,0.5137867023941888,,
10,high_ofi,460,0.0014321070198928126,0.009274097114669252,3.3119422090809936,0.00034044180439281134,2.342673053175019
10,low_ofi,458,8.132830190561634e-05,0.010284968732667082,0.16922770619138336,,
