horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,3525,-5.053725141463608,-0.8197219664760509,0.00016248770642876865
2,2,3524,-0.8195207962345599,-0.22990838321750365,6.954014583988489e-05
2,3,3525,-0.22989103367544308,0.2742931848131022,0.00020330016443542785
2,4,3524,0.2745195130174653,0.8424646840827945,0.0003535850843395974
2,5,3525,0.843026508549921,6.460894876521015,-6.516284710910549e-05
5,1,3524,-5.053725141463608,-0.8195207962345599,0.0006797851235563191
5,2,3524,-0.819236586918572,-0.22989103367544308,5.4331536164300185e-05
5,3,3524,-0.22988576332937258,0.2742931848131022,0.0004766005696935421
5,4,3524,0.2745195130174653,0.8424646840827945,0.0007640248442339328
5,5,3524,0.843026508549921,6.460894876521015,-0.00017572529175177113
10,1,3523,-5.053725141463608,-0.8191537097318989,0.0015651613583165377
10,2,3523,-0.8189030049058509,-0.22988576332937258,0.0005539564724986162
10,3,3523,-0.2296910585120253,0.2742931848131022,0.0007849200574532472
10,4,3523,0.2745195130174653,0.8424646840827945,0.0008960858791981381
10,5,3523,0.843026508549921,6.460894876521015,-0.00017920242183645343
