horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,1754,-5.442048531091561,-0.7535028220805496,7.272230383388613e-06
2,2,1753,-0.752772383144476,-0.2333196228494791,4.9329800174863714e-05
2,3,1753,-0.2332582041279536,0.18445957458412873,8.71632529048889e-05
2,4,1753,0.1846229883778434,0.7270235448412324,8.594601765481403e-06
2,5,1754,0.7270701345128349,7.230889335796372,-4.1824818717767224e-05
5,1,1753,-5.442048531091561,-0.7536287605241688,5.756874956784094e-05
5,2,1753,-0.7535028220805496,-0.2332582041279536,5.4162443194271e-05
5,3,1752,-0.23322440738499106,0.18445957458412873,0.0001341464493139322
5,4,1753,0.1846229883778434,0.7270235448412324,0.00010153113131689551
5,5,1753,0.7270701345128349,7.230889335796372,-7.268965726396275e-05
10,1,1752,-5.442048531091561,-0.753745680842878,-5.624179138848975e-06
10,2,1752,-0.7536287605241688,-0.2333196228494791,8.743794430576937e-05
10,3,1751,-0.2332582041279536,0.1839386739931262,0.00019229769199103502
10,4,1752,0.18431435356740716,0.7266266331523613,0.00023235876094401985
10,5,1752,0.7267711712736414,7.230889335796372,4.273131314787521e-05
