horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,1185,-9.179694925036305,-0.74130539360862,0.0018030003533485793
2,2,1185,-0.7410520612773902,-0.27557547273210753,0.0011904810301110937
2,3,1184,-0.27523088900433296,0.1445038805855013,0.0020278448303927363
2,4,1185,0.14461298392747599,0.7946315954266341,0.0017228120554259605
2,5,1185,0.7953175861222858,9.304272788001223,0.002075209035895853
5,1,1185,-9.179694925036305,-0.74130539360862,0.0025199225607890337
5,2,1184,-0.7410520612773902,-0.27523088900433296,0.003147257798119724
5,3,1184,-0.27493008757526083,0.1446131030804539,0.0035908635542553574
5,4,1184,0.14473069184003515,0.7953175861222858,0.005570074980565459
5,5,1184,0.7959003852106832,9.304272788001223,0.006971769820597824
10,1,1184,-9.179694925036305,-0.7423445814221455,0.006651107488190869
10,2,1183,-0.74130539360862,-0.27557547273210753,0.006501297881259083
10,3,1183,-0.27523088900433296,0.1446131030804539,0.00686551403088658
10,4,1183,0.14473069184003515,0.7959003852106832,0.010846242826789159
10,5,1183,0.7961446313478076,9.304272788001223,0.013568441206456401
