horizon,group,N,mean_ret,std_ret,t_stat,ols_beta,ols_t_stat
2,high_ofi,10,0.0012309518701220878,0.059367092015895497,0.0655685071889208,-0.0036672887298270953,-1.911356586889851
2,low_ofi,12,0.0,0.0,,,
5,high_ofi,10,-0.027039881180758972,0.05327005723322752,-1.6051721479695649,-0.012542166709248672,-5.06308832184681
5,low_ofi,12,0.0,0.0,,,
10,high_ofi,10,-0.03670531210018663,0.041917057209746804,-2.7690967875707275,-0.015893189878647407,-6.571876033394426
10,low_ofi,12,0.0,0.0,,,
