horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,3467,-7.368231455277465,-0.7313699471292001,6.335580252557778e-05
2,2,3466,-0.7313079311801697,-0.23912575393321334,-2.9287443030211234e-05
2,3,3467,-0.23910940621976395,0.19340162969227825,-2.1920231329833266e-05
2,4,3466,0.19346316081070564,0.7479652499244609,5.144259928921579e-05
2,5,3467,0.7482435866363119,6.7908023691862835,-1.7443896147398952e-05
5,1,3466,-7.368231455277465,-0.7315600082989783,7.633594516292489e-05
5,2,3466,-0.7313699471292001,-0.23930834761256434,3.029996008319775e-06
5,3,3466,-0.23912575393321334,0.19288029699061598,2.7236176098084612e-05
5,4,3466,0.19340162969227825,0.7477206418812181,5.1044583362130826e-05
5,5,3466,0.7479652499244609,6.7908023691862835,-4.278504114501755e-05
10,1,3465,-7.368231455277465,-0.7315938234646251,0.0001135874698537836
10,2,3465,-0.7315600082989783,-0.23930834761256434,8.836683441279904e-05
10,3,3465,-0.23912575393321334,0.19340162969227825,-5.710298151160815e-06
10,4,3465,0.19346316081070564,0.7477206418812181,5.632924740921253e-05
10,5,3465,0.7479652499244609,6.7908023691862835,-2.5932968904317565e-05
