horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,6878,-7.858010976085836,-0.7520399517066628,-3.8916555184060525e-06
2,2,6878,-0.7519966517112701,-0.23349835590954626,4.5957707456251696e-05
2,3,6877,-0.23349692495808244,0.20146141074621374,-2.4461114272946027e-05
2,4,6878,0.2014805985584658,0.7510850012411411,-8.985495256104176e-06
2,5,6878,0.7512187139740218,7.943136669920264,1.1965292952459168e-05
5,1,6878,-7.858010976085836,-0.7520399517066628,2.5597874839156784e-05
5,2,6877,-0.7519966517112701,-0.23349835590954626,1.4317348373358922e-05
5,3,6877,-0.23349692495808244,0.2014805985584658,-1.6108254772318313e-05
5,4,6877,0.20154241699270642,0.7510850012411411,2.0528189861701726e-05
5,5,6877,0.7512187139740218,7.943136669920264,7.330279725772922e-06
10,1,6877,-7.858010976085836,-0.7523157370363621,5.5820115712982244e-05
10,2,6876,-0.7520399517066628,-0.2335054826546328,1.4667661667152465e-05
10,3,6876,-0.23349835590954626,0.20145941754803287,-4.2292021785017286e-05
10,4,6876,0.20146141074621374,0.7508163618787106,7.535130441081182e-05
10,5,6876,0.7510481868730124,7.943136669920264,-8.117641518672946e-07
