horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,9628,-8.441549515631552,-0.8198682198296847,0.00027332055848023495
2,2,9628,-0.8197898690389632,-0.28263933235474614,0.000335108950164721
2,3,9628,-0.28263670894650134,0.21036180998937146,0.0002559409348228873
2,4,9628,0.2104732797908534,0.820193873105284,0.00015935909874825377
2,5,9628,0.8201969044476619,10.596759100269406,8.006481392190242e-05
5,1,9628,-8.441549515631552,-0.8198682198296847,0.0008979964479231802
5,2,9627,-0.8197898690389632,-0.28263933235474614,0.0005756439986805267
5,3,9627,-0.28263670894650134,0.2104732797908534,0.0006278636891146836
5,4,9627,0.21050724595683837,0.820193873105284,0.000430316612338009
5,5,9628,0.8201969044476619,10.596759100269406,0.000186860728912251
10,1,9627,-8.441549515631552,-0.8197898690389632,0.0017674535328365353
10,2,9626,-0.8195654109789384,-0.28263246950464854,0.0011673874019694538
10,3,9626,-0.28255541331830025,0.2105316670157989,0.0008554883099475759
10,4,9626,0.2105531832159052,0.8201969044476619,0.0013332041613898738
10,5,9627,0.820312522904512,10.596759100269406,0.0002820695423939431
