horizon,bin,N,OFI_z_min,OFI_z_max,mean_ret
2,1,1819,-5.923181282737464,-0.7303924160522407,0.00010744422885623574
2,2,1818,-0.7299066367091467,-0.23620219864264747,-1.6122898952744325e-05
2,3,1819,-0.23546698781048173,0.17891796510450814,2.867055486085925e-05
2,4,1818,0.1790504402552297,0.6990745192239458,0.00011382886174608644
2,5,1819,0.6999062333263498,10.795444743643461,0.0001419863976330253
5,1,1818,-5.923181282737464,-0.7299066367091467,0.0002435704225190939
5,2,1818,-0.7297584991252677,-0.23546698781048173,4.806414459367534e-05
5,3,1818,-0.23535754836118009,0.17891796510450814,4.914119012822011e-05
5,4,1818,0.1790504402552297,0.6990745192239458,0.00031743463296563597
5,5,1818,0.6999062333263498,10.795444743643461,0.0002784604607764123
10,1,1817,-5.923181282737464,-0.7299066367091467,0.00038415293676770043
10,2,1817,-0.7297584991252677,-0.23620219864264747,0.00029492030208009857
10,3,1817,-0.23546698781048173,0.1788570779611344,0.00017019923837295007
10,4,1817,0.17889696175723208,0.6984238987302686,0.00036440753106946295
10,5,1817,0.6989759775829861,10.795444743643461,0.0006375566560234283
